time,Vib_Spindle,Vib_Table,Sound_Spindle,Sound_table,X_Load_Cell,Y_Load_Cell,Z_Load_Cell,Current,tool_wear,ACTION_CODE
26,3.864888824,5.066424325,2.398515206,2.309018294,0.006362212,0.027083983,0.279034407,4.421088141,174,0
27,3.948104914,5.073331595,2.702706086,3.352875538,0.004388709,-0.025871655,0.312255024,1.794026223,182,0
28,3.873111758,5.108196861,2.143185808,3.104784472,0.000112788,-0.068301948,0.310939356,2.139389158,182,0
29,3.829365752,5.11378846,2.402299083,4.437535199,0.009651382,-0.044619924,0.339226218,-0.729425145,182,0
30,3.996455766,5.100302838,2.792038535,0.67093014,-0.002518548,0.012282718,0.343502139,2.785053488,182,0
31,3.92869879,4.95393451,2.59856717,1.166946366,0.009980299,0.036293659,0.341857554,3.108708006,182,0
32,3.969484542,4.970051471,2.072443786,2.425660412,0.008335714,-0.039357252,0.360605824,2.546917468,182,0
33,3.798118605,4.954592345,2.941748562,3.727973673,0.008993548,-0.044291007,0.368170915,0.650710622,182,0
34,3.886926286,4.911175226,2.235150446,3.64900562,-0.000545046,-0.068301948,0.362250409,1.503263546,182,0
35,3.983299071,4.973340647,3.726493022,2.90917429,0.001757373,-0.032449995,0.355014235,2.3324635,182,0
36,3.949091666,4.977945493,2.661906003,2.695631878,0.011624884,-0.048895845,0.355014235,1.753569424,182,0
37,3.872125006,5.129247588,1.410759371,3.399269239,0.000112788,-0.029489742,0.361921492,0.772738832,182,0
38,3.945144657,5.038795247,2.388808739,1.836691928,-0.001860714,-0.022582485,0.351396148,4.108616591,182,0
39,3.86784908,5.083856958,1.996437248,2.112092221,0.008993548,0.024452647,0.329687625,2.671577067,182,0
40,3.831010338,4.902294452,2.478141145,2.220179458,0.002744124,0.040240663,0.332318961,3.331056055,191,0
41,3.90139865,4.985839515,2.354095781,3.823722457,0.005375461,-0.041001837,0.330345459,2.194318314,191,0
42,3.799763192,4.857890582,2.673257639,2.836787023,-0.000216129,-0.052842849,0.331661127,1.846981871,191,0
43,3.893175716,5.134839188,2.050563116,1.321262555,0.015571888,0.054384094,0.352053982,4.949987499,191,0
44,4.177360327,5.219371018,1.491701351,3.214681561,0.001428456,-0.058434438,0.35336965,0.438559153,191,0
45,3.92244936,5.066095407,1.457481977,2.698099625,0.001757373,-0.015675228,0.347449143,3.275797958,191,0
46,3.835286264,5.070371336,2.272989209,1.884072617,0.003073041,0.017216473,0.355014235,3.351448925,191,0
47,3.916857765,4.90262337,2.743012622,3.611824833,0.015242971,-0.013372809,0.364881745,2.247931802,191,0
48,4.047109041,5.041426588,1.265656079,1.612620782,0.005375461,0.039911746,0.3698155,2.279836761,204,0
49,4.078356192,5.021691532,1.585969151,2.955238919,-0.001860714,-0.021924651,0.368828749,1.945656993,204,0
50,3.943500071,4.750992382,3.186220187,3.845932229,0.003073041,-0.049553679,0.364223911,1.702587279,204,0
51,3.850416461,4.861179757,1.891804883,0.006943033,0.003401958,0.06688294,0.387248101,4.727968155,204,0
52,3.920146938,4.915780072,3.180791139,4.883705793,0.004388709,-0.031134327,0.396786694,-0.762316847,221,0
53,3.897780559,4.906241463,2.026050184,3.95582949,0.002744124,-0.054158517,0.390866188,-0.141321524,221,0
54,3.892846798,4.839471199,2.540328352,2.742025523,-0.002518548,-0.036725916,0.414219295,3.880347939,221,0
55,3.901727567,5.300613678,2.195666521,3.164174962,-0.000545046,-0.008110137,0.414219295,0.806946201,221,0
56,3.877716601,5.129905424,2.570763892,2.322508637,0.00208629,-0.009425805,0.405338536,1.355908712,242,0
57,3.927712038,4.690800476,2.81342568,1.351698052,-0.000545046,0.025768315,0.391195105,4.982221422,242,0
58,3.973102633,5.066424325,1.928656532,2.395389395,0.008006797,0.001757373,0.408298789,1.613450757,267,0
59,3.946460327,4.931897033,3.730441425,4.869886341,-0.005807718,-0.10546957,0.404680702,0.288244083,267,0
60,3.801736696,5.207201066,2.200931045,0.094630129,0.003730875,0.052739509,0.413232544,4.830261508,267,0
61,3.922120443,5.096026909,2.527002521,1.919937169,0.00767788,0.035306908,0.409614457,3.381051478,267,0
62,3.958959186,4.955908016,1.485778767,1.707711174,0.006691129,-0.001860714,0.414219295,3.496830356,267,0
63,3.831339256,4.960512862,2.451654003,0.974955991,0.006691129,0.030044236,0.407969872,3.584322353,267,0
64,3.847127288,4.935515126,1.68418535,0.069459162,0.002415207,0.041885248,0.414548212,5.458494165,267,0
65,3.87409851,5.120366813,2.810628899,3.144597487,0.004388709,-0.025213821,0.412903627,2.945565073,267,0
66,4.004020865,4.82730125,2.527496071,1.949056553,0.004059792,0.061291351,0.418824133,1.754556175,267,0
67,3.8852817,5.12628733,3.136865207,2.32234412,0.002744124,-0.051527181,0.422771137,2.675524073,283,0
68,3.988561749,5.14010187,1.311227066,4.864950823,0.016558639,-0.046593426,0.41915305,-0.344921151,283,0
69,3.834628429,4.849996561,0.003159162,4.532132531,0.000770622,-0.029160825,0.421126552,-0.270585907,283,0
70,3.8852817,5.040439835,1.961559792,0.405894644,0.006033295,0.042543082,0.415534963,5.144377799,283,0
71,3.877716601,4.832892848,3.181120172,1.428362606,0.011295967,0.071487778,0.408627706,3.980667732,283,0
72,3.830352504,4.812171043,1.641246608,4.885844517,0.007348963,-0.049882596,0.405009619,-1.100114643,283,0
73,3.91619993,5.139772952,2.745644886,2.515486372,0.004388709,0.039253912,0.406654204,2.038082694,296,1
74,3.795487266,5.159179092,2.107156731,3.295952776,0.007020046,-0.051856098,0.404022868,1.48944903,296,1
75,3.892846798,5.485794334,1.566062686,3.010680995,-0.014688477,-0.032778912,0.407312038,1.62101585,296,1
76,4.007967874,5.008863746,1.55586268,2.162927769,0.003073041,-0.031792161,0.408956623,4.105656335,296,1
77,4.076711605,5.093395569,4.281408523,1.903814572,0.009980299,0.051094924,0.403365034,3.849758627,296,1
78,3.889228708,5.07398943,1.985579172,2.272331144,0.009322465,-0.01764873,0.403693951,3.381380395,296,1
79,3.845153784,4.989786526,3.200039582,3.619392603,-0.002189631,-0.042646422,0.400404781,0.541510176,301,1
80,3.92738312,4.985510598,2.738735194,2.324811866,0.007348963,0.001757373,0.399746947,2.754135274,301,1
81,3.944486823,4.981563587,1.523288466,1.137497969,-0.007452303,0.064580521,0.396786694,3.820156066,301,1
82,3.881663609,4.832235013,2.953922786,4.858041097,0.002415207,-0.069946533,0.392181856,1.047713457,301,1
